order_detail_id,order_id,item_id,quantity,price
9385,5806,740,3,447.58
9386,3069,1045,4,178.62
9387,8630,514,4,417.32
9388,2252,1560,1,109.99
9389,6954,451,4,294.89
9390,3832,1379,1,418.01
9391,775,154,1,138.18
9392,532,664,1,137.33
9393,14,236,2,74.18
9394,9128,1902,4,448.92
9395,4158,784,5,471.52
9396,2604,575,5,394.08
9397,1725,1481,2,450.18
9398,3010,166,2,91.51
9399,9103,1206,5,111.68
9400,4252,955,2,102.0
9401,6694,1410,3,309.8
9402,9455,251,3,130.3
9403,5437,227,1,443.37
9404,4528,1148,4,219.78
9405,8110,1405,5,168.21
9406,7361,1043,1,110.97
9407,1492,1768,1,430.14
9408,2391,1350,4,384.58
9409,1098,618,4,68.66
9410,771,117,1,296.61
9411,2747,1666,3,280.56
9412,2871,1506,5,298.47
9413,4750,618,2,434.73
9414,1740,1531,3,432.93
9415,2743,1816,4,284.21
9416,6086,119,3,93.38
9417,235,717,2,421.91
9418,123,587,1,72.29
9419,216,1060,5,194.74
9420,7687,1313,1,331.22
9421,1138,160,2,451.14
9422,838,1579,5,470.03
9423,7544,1092,3,425.54
9424,6938,842,4,468.3
9425,7111,981,4,474.63
9426,5564,123,5,320.82
9427,2236,1409,1,86.89
9428,9538,198,3,262.0
9429,355,1097,5,288.17
9430,1359,805,4,406.94
9431,1184,713,5,400.71
9432,8667,955,2,174.75
9433,8083,888,2,237.66
9434,7925,301,4,421.67
9435,3412,425,5,429.46
9436,1245,838,5,293.69
9437,6871,552,2,184.12
9438,5347,415,2,205.07
9439,453,206,4,300.11
9440,3272,802,4,242.55
9441,6131,16,2,442.27
9442,210,205,5,299.96
9443,200,627,2,499.81
9444,5639,579,3,232.43
9445,3818,1021,3,310.49
9446,9019,586,5,261.89
9447,6005,1851,1,424.27
9448,5019,64,3,139.53
9449,1411,708,5,124.02
9450,9991,811,2,260.62
9451,1936,1151,3,160.15
9452,2366,1535,5,343.41
9453,401,1753,5,192.52
9454,3851,1481,1,427.5
9455,4521,673,2,83.04
9456,7940,1119,3,466.81
9457,5814,1651,3,385.54
9458,6781,733,4,422.79
9459,2532,1981,1,126.86
9460,4800,1071,1,72.57
9461,9616,1839,1,316.76
9462,7454,325,5,287.73
9463,8546,696,3,155.25
9464,1541,425,4,394.49
9465,1915,166,5,136.66
9466,4600,652,3,446.94
9467,3696,1711,3,271.46
9468,913,590,5,380.59
9469,9580,1939,1,131.27
9470,4405,638,4,257.31
9471,2563,1881,4,410.33
9472,1856,444,3,490.93
9473,1031,1036,5,132.68
9474,5471,381,4,53.22
9475,6748,1815,5,446.36
9476,11,437,5,411.65
9477,8905,993,5,191.54
9478,9828,835,1,154.78
9479,2798,819,5,97.7
9480,5963,310,4,394.36
9481,2850,379,3,432.12
9482,4360,1376,2,424.45
9483,2604,961,2,216.49
9484,4796,1552,3,318.68
9485,1217,1560,3,102.15
9486,1170,942,4,354.06
9487,2698,636,2,359.18
9488,3467,15,5,255.73
9489,9657,1657,3,180.59
9490,8581,1299,4,225.03
9491,914,1640,5,330.04
9492,3379,667,3,284.09
9493,7532,1532,1,462.77
9494,1540,1328,2,233.27
9495,6521,1622,3,294.19
9496,1990,1913,2,130.48
9497,3609,516,2,323.8
9498,9566,1512,3,90.23
9499,5542,47,4,294.64
9500,2016,386,5,137.34
9501,180,408,5,125.76
9502,2668,128,4,465.55
9503,9757,1517,5,141.58
9504,6864,335,5,254.08
9505,6188,622,5,125.0
9506,9307,1019,5,116.77
9507,3516,97,2,57.15
9508,3474,1164,3,145.38
9509,785,92,3,67.44
9510,508,142,3,327.2
9511,1184,228,1,382.89
9512,2609,339,4,220.82
9513,9527,943,4,139.78
9514,7891,614,4,84.06
9515,7275,587,5,476.4
9516,5185,1636,3,319.47
9517,6688,1582,2,92.18
9518,3831,820,2,116.06
9519,7690,1750,3,328.09
9520,9472,1012,1,222.27
9521,7374,1990,3,226.78
9522,5774,1025,5,390.91
9523,4307,1474,3,81.58
9524,8239,1225,3,331.55
9525,772,632,5,200.79
9526,1703,1638,1,468.0
9527,8341,1211,3,447.22
9528,7624,353,2,55.3
9529,5246,1619,1,203.62
9530,4983,1642,1,309.71
9531,6981,1323,5,221.43
9532,4404,1170,3,57.37
9533,2679,157,3,200.93
9534,4942,422,5,424.08
9535,7452,1597,1,353.43
9536,1864,877,5,143.06
9537,2051,703,5,287.12
9538,624,668,5,298.06
9539,893,1706,2,434.72
9540,1047,18,3,333.76
9541,366,672,1,364.96
9542,2135,878,4,415.88
9543,5467,998,5,230.3
9544,9877,1886,4,371.59
9545,6025,171,4,419.22
9546,5264,1967,4,214.34
9547,4522,1780,5,197.96
9548,8110,777,5,497.25
9549,205,959,4,244.9
9550,1134,635,2,428.63
9551,235,410,1,474.98
9552,5565,624,4,276.03
9553,960,1641,3,130.71
9554,7704,1291,3,253.4
9555,3403,1772,4,206.06
9556,3195,255,1,180.71
9557,1082,1472,2,112.33
9558,1117,402,3,201.82
9559,1245,1220,3,66.75
9560,1992,1126,2,470.98
9561,9949,1768,5,328.16
9562,8436,1539,1,333.87
9563,2730,833,1,355.34
9564,1759,686,3,249.59
9565,7357,1928,4,127.84
9566,7555,1941,1,310.05
9567,9013,1134,5,301.99
9568,3595,892,2,446.1
9569,5277,1453,4,363.4
9570,3153,302,2,483.51
9571,9084,1302,4,318.34
9572,226,266,1,166.07
9573,3262,213,4,293.82
9574,7127,1463,4,428.85
9575,8800,620,5,267.04
9576,4698,614,5,448.87
9577,8642,1360,2,173.41
9578,5174,1456,1,236.88
9579,9928,365,1,107.16
9580,46,1362,3,409.91
9581,3182,728,2,381.2
9582,8767,448,1,467.52
9583,8798,1030,5,134.29
9584,5097,1123,5,444.64
9585,1822,1239,4,378.42
9586,9044,984,5,178.48
9587,1648,823,5,439.7
9588,7411,1319,2,349.39
9589,6434,1090,5,217.31
9590,3990,1598,2,116.93
9591,3392,1858,1,74.54
9592,9960,431,2,149.47
9593,9123,1660,1,363.33
9594,2955,654,1,252.4
9595,5690,561,4,63.93
9596,7439,592,2,66.92
9597,8061,1470,3,456.52
9598,8485,290,5,340.99
9599,2444,272,2,106.18
9600,436,180,5,131.47
9601,5837,1448,5,104.73
9602,9212,884,2,74.93
9603,4644,555,5,482.43
9604,1719,1074,2,219.15
9605,5947,593,4,121.23
9606,5043,1689,4,478.41
9607,5478,479,4,220.1
9608,3521,1666,3,212.29
9609,5836,1331,5,180.88
9610,7794,1059,5,371.06
9611,2146,1853,3,344.44
9612,2387,789,1,202.13
9613,9192,773,3,100.15
9614,1205,1987,3,75.71
9615,172,17,4,399.92
9616,7502,113,2,286.5
9617,6789,1820,4,94.26
9618,8629,1843,5,146.55
9619,6753,354,1,80.78
9620,7849,1563,5,86.31
9621,4831,1178,4,387.73
9622,4782,1064,5,114.69
9623,2800,899,5,445.48
9624,2695,265,2,350.36
9625,3999,815,1,59.29
9626,4527,1689,1,367.76
9627,4980,1313,4,445.14
9628,8067,699,5,276.23
9629,4952,1713,3,211.75
9630,9216,1301,3,85.76
9631,7854,943,3,270.38
9632,9688,357,1,105.82
9633,1828,1132,4,403.25
9634,3238,914,3,54.31
9635,8362,293,5,315.23
9636,6990,1616,2,142.4
9637,8051,1268,5,259.79
9638,6169,551,3,169.12
9639,1561,1489,1,471.67
9640,6461,850,3,353.44
9641,2546,897,1,305.62
9642,2430,192,3,262.6
9643,329,1431,4,246.88
9644,273,1472,3,487.28
9645,1997,1092,2,322.01
9646,5002,545,1,289.25
9647,186,659,5,265.02
9648,9337,1794,3,94.1
9649,589,1310,3,415.5
9650,1783,743,5,406.59
9651,8182,751,2,420.97
9652,7234,1649,2,240.17
9653,1343,1531,5,268.07
9654,9189,627,1,456.36
9655,5302,1882,2,330.5
9656,865,1490,4,496.56
9657,8910,905,3,64.19
9658,3819,37,1,91.01
9659,7877,1245,2,261.56
9660,712,1175,5,220.13
9661,2530,1214,2,325.89
9662,6943,717,3,203.83
9663,8180,395,1,125.32
9664,8616,565,3,291.01
9665,7375,930,1,486.95
9666,9145,1571,2,70.95
9667,2930,1753,2,394.92
9668,2422,1757,2,475.7
9669,9174,1683,4,85.07
9670,7888,530,2,461.63
9671,5727,1666,1,190.08
9672,7508,489,1,244.98
9673,4885,1623,1,115.18
9674,1562,1743,2,115.82
9675,2606,333,5,456.99
9676,3757,1484,5,53.38
9677,4736,168,2,214.89
9678,5286,487,3,61.84
9679,9976,929,2,58.46
9680,4924,896,5,104.7
9681,3238,1208,4,483.84
9682,5086,251,1,126.98
9683,3622,654,3,293.63
9684,3378,1958,3,122.4
9685,6550,1522,3,233.8
9686,849,271,4,169.36
9687,2505,1881,1,496.16
9688,5330,691,1,224.25
9689,6080,1858,4,76.95
9690,4280,648,2,399.22
9691,4664,5,3,158.66
9692,9042,810,2,91.58
9693,6880,1054,2,437.78
9694,5630,453,4,115.84
9695,9383,878,1,387.64
9696,2700,1813,4,402.79
9697,364,1007,3,239.83
9698,7763,639,2,307.18
9699,5416,1057,4,456.03
9700,7208,1741,3,334.47
9701,3318,477,1,367.33
9702,4681,576,4,418.51
9703,2959,836,2,129.23
9704,8140,213,3,193.9
9705,6224,1210,4,387.19
9706,2497,1870,3,281.68
9707,9461,1160,2,249.8
9708,4448,1590,4,58.47
9709,8400,1069,4,441.27
9710,4284,555,5,345.56
9711,7665,1875,4,469.18
9712,9797,1394,5,309.45
9713,8036,680,3,58.73
9714,6181,246,4,174.06
9715,816,1987,1,214.74
9716,511,354,4,410.11
9717,6547,622,2,190.5
9718,6815,1152,4,458.96
9719,9930,1921,5,277.97
9720,8042,1445,4,100.01
9721,6049,1895,2,316.53
9722,9933,1265,5,273.76
9723,3635,1404,5,460.71
9724,6348,1405,3,341.58
9725,4909,1681,1,351.53
9726,8098,741,1,476.62
9727,7741,679,5,115.35
9728,2558,1831,5,468.68
9729,9420,1116,3,433.85
9730,7381,1176,5,276.51
9731,5614,1050,2,447.45
9732,3142,279,2,143.94
9733,388,611,5,168.74
9734,7930,1939,5,367.72
9735,601,1468,2,88.03
9736,1691,16,4,309.22
9737,8441,1201,5,366.06
9738,876,1771,3,355.08
9739,3661,1931,3,380.99
9740,8464,443,1,173.07
9741,2140,1202,5,201.8
9742,7987,387,3,242.74
9743,1520,1804,5,310.78
9744,7879,1331,5,57.76
9745,2886,1484,4,432.05
9746,1453,70,5,428.04
9747,975,1863,4,187.41
9748,978,1747,1,420.63
9749,7927,1214,3,412.4
9750,3253,757,5,227.72
9751,5017,1850,1,248.78
9752,1331,576,1,241.84
9753,6342,1945,5,279.52
9754,1585,1329,4,304.65
9755,2249,1006,1,155.07
9756,6222,829,1,71.98
9757,9741,811,5,167.94
9758,7070,206,2,292.57
9759,965,1886,4,187.49
9760,5559,1150,4,197.44
9761,1075,860,1,221.77
9762,982,1563,4,252.55
9763,7849,1258,3,258.29
9764,2622,1735,3,357.3
9765,3212,1366,2,72.65
9766,8130,828,2,352.66
9767,3570,570,3,463.02
9768,6043,238,3,336.28
9769,4949,762,4,171.9
9770,4495,638,2,70.41
9771,5780,819,1,499.35
9772,5934,1614,3,74.56
9773,842,267,5,360.46
9774,2747,716,5,450.01
9775,198,952,5,90.88
9776,253,1581,2,98.19
9777,9559,313,1,405.33
9778,9074,1677,5,260.3
9779,2670,647,3,98.91
9780,4515,372,2,421.92
9781,8604,792,4,381.62
9782,3185,162,3,242.3
9783,5490,625,1,212.84
9784,4022,1882,2,184.25
9785,382,1471,4,282.32
9786,6620,1691,5,249.31
9787,9253,991,1,242.56
9788,5126,1063,2,111.43
9789,7571,124,3,334.15
9790,6019,1374,1,82.59
9791,9135,1119,2,250.61
9792,6527,1817,5,350.97
9793,6075,356,5,268.66
9794,6865,879,1,64.73
9795,1608,822,3,255.38
9796,6407,172,1,358.65
9797,9416,1433,5,331.99
9798,300,1044,1,368.04
9799,9591,662,4,100.34
9800,1001,1213,4,102.0
9801,6350,1975,3,247.75
9802,3758,1926,4,137.13
9803,4338,1296,5,283.7
9804,5496,701,5,117.36
9805,4501,1210,1,292.5
9806,949,219,4,62.99
9807,1146,611,2,311.9
9808,5566,776,4,297.91
9809,5029,875,3,204.12
9810,8086,406,3,108.54
9811,6024,203,4,271.97
9812,3426,1176,3,350.38
9813,671,1030,2,343.58
9814,7470,1173,5,261.31
9815,7730,1142,4,81.05
9816,7481,521,4,402.86
9817,5081,408,3,426.31
9818,8108,352,3,475.68
9819,244,565,1,441.86
9820,1224,1752,3,408.52
9821,6654,1301,3,56.86
9822,273,502,4,465.75
9823,5529,1508,3,344.07
9824,4371,672,1,120.37
9825,336,1576,4,266.64
9826,8649,939,1,149.04
9827,3140,1269,1,350.42
9828,7179,1615,1,186.01
9829,2637,1228,2,225.2
9830,4110,1385,1,476.33
9831,4221,1803,3,226.53
9832,3224,445,2,183.66
9833,9464,539,2,354.45
9834,7285,1428,1,450.02
9835,1809,223,3,441.85
9836,5114,119,4,220.67
9837,251,255,3,337.91
9838,4736,1679,3,116.46
9839,3489,1369,5,153.95
9840,1632,75,5,79.45
9841,7543,1565,5,229.11
9842,1531,1051,3,65.36
9843,7892,1206,2,422.0
9844,7212,1989,5,127.07
9845,4375,1811,3,167.16
9846,69,960,4,196.83
9847,7721,841,5,119.74
9848,5748,1409,2,400.16
9849,4086,1170,3,392.75
9850,4242,1124,2,119.51
9851,3959,231,3,203.75
9852,9661,818,5,359.98
9853,1348,426,2,414.05
9854,2482,418,2,117.97
9855,7304,924,2,485.78
9856,2843,182,1,215.26
9857,4434,1142,4,98.91
9858,7238,43,5,276.46
9859,9846,550,1,364.21
9860,214,1239,5,229.65
9861,395,657,5,267.57
9862,8066,592,1,335.67
9863,8141,1312,1,376.0
9864,5364,1334,5,205.26
9865,4393,1098,1,213.15
9866,2568,331,4,50.05
9867,1214,86,4,131.01
9868,8720,1824,4,359.32
9869,3330,446,5,197.45
9870,4089,1239,3,394.06
9871,9907,1041,3,165.31
9872,4555,1254,4,207.08
9873,5337,1904,5,195.18
9874,7882,405,1,86.66
9875,1972,230,4,467.04
9876,3025,1445,3,463.04
9877,2004,1563,1,354.86
9878,4545,423,2,64.6
9879,7517,513,5,265.23
9880,1097,1109,3,423.5
9881,7208,863,2,410.18
9882,2312,1642,4,137.77
9883,5619,1080,2,138.57
9884,8209,34,2,300.16
9885,3631,1212,4,482.29
9886,7588,1519,4,261.85
9887,6345,1772,2,117.5
9888,2938,1754,5,357.74
9889,6898,743,5,358.31
9890,4978,954,5,393.25
9891,5242,243,3,302.73
9892,5722,1660,4,294.15
9893,3340,550,1,249.25
9894,3064,1717,5,297.58
9895,5754,1404,2,265.61
9896,2616,754,4,182.84
9897,7459,157,1,98.75
9898,8967,1607,3,75.92
9899,8649,710,4,460.5
9900,5874,978,2,312.49
9901,9716,1863,3,267.82
9902,8163,1674,3,179.01
9903,4601,1049,5,321.17
9904,5068,1497,5,184.95
9905,4798,1847,1,187.36
9906,981,1611,1,323.93
9907,2263,1728,1,64.87
9908,5308,329,1,416.51
9909,4556,268,1,396.47
9910,2076,768,3,72.92
9911,9629,49,2,470.57
9912,9759,1247,1,404.0
9913,222,285,5,460.14
9914,4549,765,3,444.85
9915,1825,829,3,436.81
9916,2678,671,4,144.34
9917,5078,1095,1,190.3
9918,6172,910,1,395.05
9919,4064,111,2,272.0
9920,2980,14,1,452.94
9921,1409,1277,3,403.68
9922,5641,1488,2,254.29
9923,5793,828,5,188.16
9924,7195,1559,5,319.22
9925,1299,340,2,397.52
9926,5659,736,1,365.27
9927,134,959,1,353.63
9928,6857,772,5,459.29
9929,6088,874,1,489.15
9930,1832,1889,5,221.44
9931,1817,928,2,429.1
9932,9772,1485,3,307.03
9933,1481,1794,3,136.49
9934,9818,813,1,251.65
9935,3484,204,2,133.98
9936,4008,1566,5,239.74
9937,6985,646,1,438.1
9938,2671,1482,3,185.17
9939,7446,1794,1,261.0
9940,849,706,5,317.96
9941,3493,1901,1,265.26
9942,977,1369,4,309.5
9943,6690,149,2,450.04
9944,8931,1019,5,215.52
9945,2973,203,3,292.0
9946,437,1857,4,455.54
9947,9319,895,2,146.95
9948,7988,540,4,263.8
9949,2425,82,2,145.66
9950,5182,187,3,215.87
9951,105,1655,4,442.46
9952,9348,1345,1,276.87
9953,9013,70,5,376.56
9954,4649,1192,3,86.98
9955,4521,232,5,230.78
9956,741,1053,2,263.65
9957,7381,1940,4,165.53
9958,2819,389,3,319.38
9959,9500,1621,4,396.51
9960,9104,337,2,327.58
9961,1704,1139,4,410.82
9962,9255,1668,3,181.97
9963,4611,519,3,89.9
9964,394,1297,2,406.06
9965,8054,1231,2,183.55
9966,6439,613,3,373.34
9967,5501,1859,3,284.81
9968,894,1423,3,127.5
9969,6507,64,4,176.61
9970,2931,676,5,317.84
9971,3385,1182,5,108.24
9972,6854,115,5,101.78
9973,3352,85,3,302.95
9974,2800,1467,5,274.62
9975,3868,1023,3,178.18
9976,206,945,5,360.39
9977,8861,1009,4,284.65
9978,3561,1161,5,233.91
9979,5733,353,2,103.25
9980,8722,333,4,61.0
9981,4707,723,3,318.23
9982,4068,1310,4,483.09
9983,997,1232,4,126.49
9984,8866,398,2,439.75
9985,1051,98,4,358.92
9986,812,720,2,400.2
9987,4098,1805,5,472.76
9988,9489,479,5,493.01
9989,3279,1048,1,374.13
9990,1906,1125,3,324.49
9991,9564,1417,2,271.04
9992,8498,1952,2,278.24
9993,6338,1322,4,406.94
9994,7243,441,1,416.59
9995,132,168,4,417.32
9996,6498,638,2,240.2
9997,5226,1430,5,468.66
9998,1485,1220,4,366.74
9999,3551,955,5,228.44
10000,1213,1517,2,361.71
10001,1959,1679,3,212.06
10002,6172,1152,3,121.51
10003,4099,884,3,231.8
10004,5022,1021,4,93.49
10005,7630,177,3,113.61
10006,368,1975,1,297.8
10007,2719,525,3,318.33
10008,60,846,3,261.36
10009,6962,788,2,238.08
10010,279,1051,1,216.95
10011,6387,1622,3,479.53
10012,597,296,3,132.84
10013,4559,766,3,341.88
10014,5950,1124,1,378.48
10015,4412,843,3,406.54
10016,9959,58,5,409.42
10017,9758,19,5,408.68
10018,1450,1930,1,143.32
10019,4730,1283,2,412.39
10020,8769,1347,1,481.49
10021,2147,655,2,62.26
10022,7702,387,3,207.07
10023,2826,1187,1,309.74
10024,5787,1762,4,97.98
10025,1260,101,2,53.64
10026,2616,106,4,387.87
10027,6181,1204,2,225.01
10028,7020,1599,3,235.09
10029,8204,1763,2,384.05
10030,7055,153,4,178.02
10031,4263,895,2,94.08
10032,5651,1430,4,50.23
10033,8428,856,2,86.29
10034,1870,1357,5,232.94
10035,2767,1383,2,51.13
10036,3658,955,5,81.4
10037,9079,1878,1,273.57
10038,8675,1046,2,460.86
10039,1282,268,1,111.85
10040,510,1631,5,348.48
10041,6934,938,4,380.09
10042,186,921,3,382.1
10043,7467,1979,4,449.36
10044,4985,822,2,112.99
10045,2945,592,4,397.6
10046,4459,989,3,462.14
10047,2453,1424,4,324.63
10048,6347,764,3,378.03
10049,485,1563,5,161.84
10050,8023,1989,1,315.33
10051,5358,967,2,441.71
10052,2655,1394,4,275.09
10053,3445,1240,1,160.37
10054,6126,208,4,375.81
10055,860,1266,1,412.35
10056,1072,1425,2,322.37
10057,7737,305,5,470.63
10058,2455,535,5,142.02
10059,7616,411,1,388.24
10060,5327,599,1,284.28
10061,1071,254,2,260.39
10062,1767,1208,1,415.01
10063,6585,1163,2,264.44
10064,6283,581,4,193.51
10065,4901,1978,4,440.82
10066,7109,473,1,427.9
10067,4217,236,3,440.05
10068,3419,1589,5,224.38
10069,4289,781,2,145.54
10070,8359,1073,4,283.01
10071,294,1227,5,373.03
10072,2481,586,2,280.78
10073,7234,336,1,413.13
10074,5998,677,2,429.2
10075,5886,1532,2,201.63
10076,439,454,2,325.06
10077,7384,947,3,445.34
10078,2193,880,3,261.73
10079,4636,662,5,99.11
10080,8136,1359,2,143.74
10081,3611,726,4,418.56
10082,2855,1911,5,71.19
10083,483,508,1,128.32
10084,9160,1579,3,226.17
10085,4317,1026,5,87.99
10086,4006,790,4,51.22
10087,591,720,3,337.1
10088,1760,1525,1,323.11
10089,5002,723,2,198.63
10090,1658,319,5,231.54
10091,3818,1764,3,99.88
10092,7946,1111,5,402.57
10093,3934,1551,3,198.2
10094,6686,1505,4,50.61
10095,5033,1451,1,320.53
10096,7654,1663,2,424.74
10097,2425,1827,2,420.39
10098,2957,368,2,360.72
10099,198,411,1,489.27
10100,9874,1637,3,339.61
10101,9994,789,3,69.09
10102,5650,1889,4,52.59
10103,1800,1646,2,434.69
10104,506,1917,1,153.61
10105,4585,958,1,119.99
10106,2049,964,3,120.58
10107,1102,233,4,170.32
10108,2073,315,1,360.67
10109,3634,266,4,165.59
10110,4791,1020,2,297.4
10111,2804,1809,3,216.87
10112,3477,563,3,449.43
10113,3027,102,4,79.48
10114,8182,998,5,468.3
10115,6515,1066,2,283.58
10116,9062,612,4,375.7
10117,4060,545,2,322.35
10118,9442,1173,5,323.44
10119,1723,1921,5,369.28
10120,8429,619,5,497.87
10121,5505,575,4,97.58
10122,6499,1167,4,289.2
10123,9294,139,2,267.2
10124,3979,1692,5,285.47
10125,8358,1057,2,102.26
10126,6113,35,4,441.93
10127,8478,940,2,343.76
10128,7850,1927,2,403.92
10129,765,987,5,80.65
10130,6771,755,3,258.04
10131,4179,1603,5,234.05
10132,212,414,5,479.66
10133,9199,314,3,80.45
10134,4890,965,4,274.08
10135,9711,158,3,369.3
10136,5950,428,5,313.74
10137,7723,1743,2,211.16
10138,6755,439,4,213.79
10139,1468,1095,1,419.32
10140,3114,1298,5,281.83
10141,7935,1179,3,58.65
10142,4330,1889,1,481.43
10143,255,1635,5,275.2
10144,6648,220,3,303.56
10145,9920,445,3,360.78
10146,3705,921,1,195.64
10147,6922,2000,5,431.9
10148,9278,1527,4,107.02
10149,4121,1221,4,163.8
10150,6235,1543,4,132.86
10151,4305,1597,1,414.12
10152,4352,832,5,127.47
10153,3872,589,2,178.52
10154,8389,1746,2,494.71
10155,7097,1094,1,136.33
10156,2266,1405,3,391.12
10157,4653,1226,2,77.64
10158,7332,1866,4,227.91
10159,1921,681,5,494.0
10160,7119,623,1,457.33
10161,4149,474,3,435.79
10162,3907,1940,5,322.64
10163,2593,100,3,193.2
10164,186,1192,2,466.18
10165,5491,1758,2,475.13
10166,8621,329,5,180.77
10167,145,153,1,346.49
10168,7660,1016,2,450.59
10169,264,25,4,376.58
10170,3969,1604,3,431.9
10171,5647,1752,2,180.34
10172,7925,1120,2,253.6
10173,9689,170,1,113.36
10174,5662,1494,1,110.69
10175,4220,1958,3,259.63
10176,4423,149,4,409.24
10177,10,1022,4,192.88
10178,1241,546,5,357.49
10179,5215,303,4,363.82
10180,6565,440,3,277.43
10181,1779,1406,1,351.71
10182,461,439,5,336.06
10183,6445,435,4,409.13
10184,8878,1248,4,81.37
10185,1713,1329,2,306.16
10186,6603,417,1,110.33
10187,6615,162,2,451.92
10188,1675,423,1,147.9
10189,1365,1308,4,132.4
10190,650,1695,5,58.55
10191,811,517,3,96.43
10192,3716,1637,2,200.35
10193,3732,884,5,113.89
10194,2558,1571,3,420.94
10195,3661,1780,1,464.63
10196,7279,1970,2,324.92
10197,2522,401,4,289.41
10198,6313,903,5,472.26
10199,3141,495,5,130.48
10200,8132,292,1,387.72
10201,9832,940,5,218.91
10202,516,1906,5,496.61
10203,6091,181,2,456.62
10204,9473,1805,3,386.81
10205,6822,1292,5,261.7
10206,7695,860,5,227.27
10207,6570,1127,4,255.22
10208,5888,563,5,256.49
10209,2137,383,2,297.06
10210,4578,867,3,361.91
10211,3397,1098,2,101.68
10212,8827,1593,2,396.28
10213,537,867,3,173.99
10214,5623,1565,2,450.7
10215,9845,1509,2,233.11
10216,7807,1376,3,419.61
10217,9699,495,1,65.95
10218,2847,1122,3,119.27
10219,1850,1474,2,100.85
10220,3288,1180,1,158.08
10221,8140,1675,5,405.81
10222,2493,1316,2,411.09
10223,5728,215,5,471.94
10224,3982,656,5,179.64
10225,656,47,2,285.69
10226,7387,712,1,456.59
10227,82,1069,5,231.27
10228,3031,1314,4,480.79
10229,6267,404,1,477.41
10230,7134,1841,2,317.69
10231,3489,351,2,156.81
10232,3802,1518,4,102.97
10233,388,561,2,337.58
10234,9764,1632,4,138.45
10235,8242,1398,1,242.2
10236,6433,40,3,261.04
10237,3343,1833,2,316.72
10238,8370,1449,5,183.59
10239,1369,693,3,248.1
10240,2392,1965,5,474.24
10241,1265,1354,3,269.68
10242,964,1883,4,73.2
10243,8729,1149,3,483.02
10244,9013,762,2,285.26
10245,8141,657,5,482.24
10246,5821,640,3,87.8
10247,1846,1037,3,192.66
10248,7615,1284,1,490.23
10249,6231,191,1,317.09
10250,6268,140,2,51.5
10251,1011,1602,4,274.72
10252,5788,85,1,132.85
10253,5324,1228,5,128.89
10254,6510,1021,1,424.99
10255,5499,1119,5,122.98
10256,1522,1419,3,182.29
10257,537,1136,2,360.29
10258,2216,284,1,485.26
10259,6627,706,2,387.49
10260,7377,1924,5,174.94
10261,5165,901,5,288.0
10262,7946,1568,2,427.06
10263,7641,1921,1,211.92
10264,7912,32,2,493.64
10265,7374,1981,3,219.43
10266,8123,1781,1,495.38
10267,9536,1454,2,227.53
10268,4103,264,3,332.57
10269,448,992,5,166.7
10270,5869,602,3,309.59
10271,2967,671,3,302.48
10272,4868,1049,1,319.99
10273,4831,1130,5,306.73
10274,3953,40,3,212.97
10275,8993,834,4,450.27
10276,1580,611,3,338.5
10277,9892,963,3,476.08
10278,4057,1201,4,475.92
10279,7396,1359,1,363.71
10280,6068,901,5,87.66
10281,8820,1235,3,376.26
10282,9787,354,2,210.72
10283,1267,982,1,94.94
10284,897,1782,5,371.75
10285,3702,1569,4,434.39
10286,2029,1690,4,125.85
10287,6300,1356,3,315.45
10288,6344,151,3,484.54
10289,131,1501,2,464.57
10290,7516,1432,1,343.14
10291,2936,1699,3,218.63
10292,7188,1985,4,349.25
10293,5046,1882,1,469.07
10294,1294,1480,2,262.22
10295,6475,1517,1,183.47
10296,8667,28,2,386.09
10297,561,1026,5,391.13
10298,4517,279,2,387.47
10299,474,1251,3,312.06
10300,9385,28,5,124.77
10301,8141,796,4,450.92
10302,4937,1659,5,413.32
10303,8246,256,4,308.25
10304,7708,1226,4,272.31
10305,4351,433,1,69.34
10306,5174,1240,2,288.54
10307,6730,271,4,390.65
10308,7083,515,5,424.72
10309,4135,1191,1,299.92
10310,2789,332,2,89.64
10311,9597,755,3,499.79
10312,1081,452,5,79.49
10313,2763,951,4,308.56
10314,2401,1181,5,476.98
10315,3518,1834,1,434.17
10316,4763,1620,2,118.55
10317,4592,119,2,150.96
10318,2531,1989,3,476.67
10319,5857,1458,1,196.12
10320,6905,858,4,199.6
10321,2321,652,1,231.52
10322,9602,1616,5,414.59
10323,3495,326,3,487.47
10324,8270,1399,1,355.85
10325,4048,1062,3,221.26
10326,841,775,1,342.22
10327,6370,1890,1,475.57
10328,709,178,5,346.83
10329,3794,1322,4,479.9
10330,623,791,4,201.27
10331,9499,1510,5,310.63
10332,5482,651,2,448.01
10333,6767,1365,2,370.79
10334,3547,1608,3,222.43
10335,2055,1859,1,245.25
10336,8477,541,2,477.7
10337,8796,171,4,337.27
10338,1158,877,1,126.43
10339,5419,1776,5,405.26
10340,5795,259,3,395.83
10341,8179,769,2,361.61
10342,8399,598,4,337.66
10343,8114,304,5,254.86
10344,7718,607,5,322.13
10345,3067,1466,1,146.61
10346,8710,1621,2,288.17
10347,5059,639,1,277.2
10348,7670,1104,1,115.11
10349,486,465,4,379.09
10350,5614,1027,5,451.33
10351,6302,1798,5,297.51
10352,4951,767,4,114.61
10353,5111,1534,5,191.34
10354,9380,1249,5,310.93
10355,7567,1812,2,448.16
10356,354,670,1,239.29
