delivery_id,order_id,partner_id,delivery_time,delivery_date
2237,2031,256,08:02:59,2023-11-25
2238,2890,261,23:51:05,2023-12-29
2239,7864,256,06:17:18,2024-04-10
2240,4217,228,09:25:45,2024-11-28
2241,5230,487,11:22:50,2023-07-25
2242,6730,234,02:01:20,2023-01-18
2243,6384,371,05:16:55,2023-05-27
2244,8492,348,20:08:32,2024-08-27
2245,3767,63,20:11:56,2023-04-19
2246,3299,401,19:57:30,2024-03-08
2247,7363,161,02:04:36,2024-08-07
2248,9508,490,17:53:41,2023-07-31
2249,3561,173,10:50:16,2024-08-13
2250,9080,198,11:57:48,2023-06-21
2251,678,447,08:02:30,2023-11-17
2252,6785,309,12:32:53,2023-10-18
2253,20,477,06:16:08,2024-09-24
2254,4717,212,23:03:15,2023-11-14
2255,4160,311,07:33:51,2024-08-29
2256,8894,197,21:47:41,2023-07-02
2257,2015,291,10:01:56,2024-02-16
2258,6399,145,07:39:00,2023-07-11
2259,344,222,01:45:29,2023-09-17
2260,2781,337,09:13:58,2024-04-19
2261,5614,95,03:50:53,2024-11-24
2262,9135,418,15:57:11,2023-04-07
2263,724,376,01:17:59,2024-03-19
2264,1081,411,08:45:31,2024-08-09
2265,4509,436,00:53:34,2023-04-07
2266,4325,377,22:46:49,2024-03-13
2267,6924,44,07:20:14,2024-11-16
2268,9874,411,18:29:41,2023-10-19
2269,8371,311,01:26:04,2024-04-20
2270,3488,404,19:47:32,2024-02-14
2271,2344,49,16:58:27,2023-01-31
2272,3471,384,12:30:57,2023-03-15
2273,3151,278,20:41:49,2023-01-08
2274,3860,49,06:01:32,2023-11-10
2275,3631,169,20:26:46,2023-11-04
2276,5826,431,02:00:24,2024-04-08
2277,776,245,18:34:15,2024-12-12
2278,4524,474,06:37:46,2023-11-27
2279,2454,16,22:51:52,2024-10-13
2280,4999,205,19:53:44,2024-04-01
2281,2729,163,19:19:18,2024-07-03
2282,8207,120,11:48:57,2024-06-20
2283,8732,171,13:43:28,2023-06-11
2284,6204,284,17:45:36,2024-07-15
2285,333,360,18:15:30,2024-10-18
2286,4557,422,23:21:23,2024-11-23
2287,79,192,00:18:10,2024-05-07
2288,9958,106,11:30:18,2024-11-18
2289,1377,422,16:47:12,2024-01-18
2290,6085,489,15:42:40,2023-03-19
2291,1815,126,00:00:46,2024-05-31
2292,1852,98,11:20:49,2023-04-18
2293,6078,155,08:17:59,2023-01-30
2294,5416,280,18:25:23,2024-10-07
2295,5210,274,13:20:45,2023-02-13
2296,7881,135,18:58:43,2024-07-12
2297,3326,7,08:43:21,2024-01-09
2298,4562,188,01:33:37,2023-01-07
2299,9765,59,15:24:45,2023-05-29
2300,7770,145,00:56:06,2024-05-21
2301,1777,321,23:20:22,2023-10-24
2302,2425,456,10:46:55,2024-08-08
2303,4415,130,19:22:14,2024-11-29
2304,9461,346,08:45:50,2023-11-25
2305,7775,294,06:26:50,2023-05-03
2306,6690,409,23:11:10,2023-04-19
2307,9251,364,07:55:12,2024-05-25
2308,1780,173,19:49:06,2023-12-16
2309,6648,380,15:33:04,2023-03-09
2310,5558,442,22:33:59,2024-10-13
2311,7084,369,23:26:50,2024-04-03
2312,4850,75,19:20:29,2023-03-06
2313,9999,347,02:24:00,2024-03-31
2314,3438,366,01:25:02,2023-08-03
2315,8811,465,00:28:55,2024-03-05
2316,8451,403,23:44:20,2023-06-15
2317,5321,73,04:43:37,2024-12-27
2318,6648,114,13:28:28,2024-01-27
2319,5032,186,22:25:52,2024-08-31
2320,6765,359,21:22:03,2023-03-29
2321,3828,466,19:17:48,2024-10-16
2322,9372,12,21:16:45,2024-05-17
2323,3992,143,13:54:25,2024-04-15
2324,9548,74,08:43:30,2024-05-04
2325,2199,112,11:47:44,2023-06-20
2326,1073,444,09:40:09,2023-06-17
2327,4021,376,20:56:42,2023-03-18
2328,7585,434,08:14:17,2024-08-16
2329,9254,73,09:32:53,2024-07-29
2330,2422,20,05:02:44,2024-05-20
2331,7278,424,04:51:02,2024-12-15
2332,6534,39,05:40:48,2024-04-25
2333,9311,12,06:12:51,2024-02-05
2334,1108,168,17:00:44,2023-01-25
2335,6590,174,18:54:14,2024-07-30
2336,3745,233,23:32:50,2024-09-25
2337,4211,273,08:37:36,2024-07-22
2338,1559,352,20:58:20,2023-12-06
2339,3784,22,15:40:13,2023-12-15
2340,9373,370,17:59:45,2023-06-22
2341,9658,239,01:45:00,2024-07-26
2342,104,88,04:43:51,2023-06-18
2343,6751,311,13:35:25,2023-07-29
2344,9980,385,05:17:01,2023-08-26
2345,657,492,01:15:02,2024-09-22
2346,5428,490,15:24:08,2024-01-05
2347,6704,459,05:51:09,2023-04-23
2348,5546,192,00:36:46,2024-10-24
2349,4658,103,18:23:31,2024-11-02
2350,9867,460,07:49:18,2024-08-30
2351,831,323,16:33:41,2024-07-26
2352,6710,398,19:22:14,2024-08-06
2353,8597,133,22:21:06,2023-12-29
2354,9297,241,03:27:38,2023-10-18
2355,6908,269,20:51:45,2024-08-27
2356,8176,190,20:24:39,2024-10-15
2357,1608,13,01:31:37,2024-04-26
2358,8124,488,18:11:06,2023-12-15
2359,1634,376,09:54:02,2024-08-20
2360,3454,499,22:00:22,2024-01-13
2361,8304,411,06:40:10,2024-09-12
2362,8116,13,20:53:21,2024-11-10
2363,2364,84,11:45:07,2023-06-25
2364,3637,480,07:57:53,2024-04-14
2365,2731,336,10:42:28,2023-07-13
2366,3355,180,02:50:02,2023-04-20
2367,5607,58,02:48:38,2023-11-23
2368,4649,13,04:00:49,2023-09-05
2369,3059,419,09:31:10,2024-10-18
2370,5956,158,00:42:54,2024-12-12
2371,8717,121,00:52:55,2023-04-14
2372,2514,241,08:58:06,2023-05-09
2373,8567,494,03:42:20,2023-11-28
2374,9131,136,10:24:55,2024-02-07
2375,6253,228,22:06:55,2024-06-26
2376,3919,277,01:11:18,2024-04-11
2377,6604,347,08:58:57,2024-04-08
2378,4064,450,01:12:28,2024-01-26
2379,8099,91,15:50:59,2023-06-23
2380,3308,79,15:25:28,2024-03-19
2381,7618,4,00:01:23,2024-03-06
2382,3356,171,07:42:29,2024-03-04
2383,2609,145,04:15:42,2024-01-11
2384,8624,417,14:06:12,2024-08-30
2385,4500,30,22:37:38,2023-07-20
2386,7745,303,08:56:32,2023-08-27
2387,9693,313,15:41:11,2023-09-09
2388,1787,448,21:08:01,2024-09-03
2389,3351,148,11:38:20,2023-10-07
2390,7518,229,21:23:16,2023-11-18
2391,5744,153,14:49:39,2023-12-16
2392,3206,463,06:21:06,2023-05-07
2393,1357,57,03:08:28,2023-05-21
2394,9780,353,22:19:12,2024-07-05
2395,2286,95,21:13:05,2023-08-30
2396,4296,35,13:30:32,2024-10-18
2397,7510,191,19:58:41,2023-09-28
2398,5478,342,23:07:14,2024-06-22
2399,6652,300,09:45:20,2023-05-15
2400,8222,38,18:49:14,2024-08-24
2401,2405,487,21:51:58,2023-03-04
2402,8631,321,20:52:30,2023-05-03
2403,4021,81,07:44:32,2024-05-14
2404,7051,361,17:34:17,2024-07-18
2405,5501,488,05:31:54,2024-03-20
2406,5994,495,21:03:33,2023-09-10
2407,1062,295,18:55:08,2024-02-22
2408,4423,199,22:32:38,2023-07-13
2409,19,268,03:55:10,2024-07-30
2410,2170,414,17:53:33,2023-08-14
2411,4337,376,02:53:45,2023-08-07
2412,3110,206,19:16:28,2024-01-20
2413,9992,141,05:28:12,2024-12-10
2414,1708,39,22:49:47,2023-11-12
2415,5375,114,11:44:41,2023-09-16
2416,5109,16,19:59:23,2023-05-05
2417,2608,246,13:37:38,2023-03-26
2418,2485,353,11:46:20,2023-10-28
2419,5745,157,00:37:21,2024-08-27
2420,8912,293,11:21:10,2024-11-01
2421,7007,325,06:33:12,2024-05-27
2422,731,422,07:22:36,2023-12-09
2423,1438,415,08:18:37,2024-03-08
2424,5889,324,06:50:15,2023-03-13
2425,9804,243,21:24:13,2023-12-21
2426,9148,129,14:54:01,2024-03-18
2427,4941,280,06:27:05,2024-08-08
2428,5246,393,16:03:03,2023-02-09
2429,3676,149,03:36:59,2024-04-22
2430,4265,396,01:00:30,2024-07-26
2431,3152,302,19:48:10,2024-12-21
2432,7510,252,03:35:45,2023-11-30
2433,6227,407,16:05:26,2024-07-11
2434,7530,412,11:59:01,2023-10-11
2435,7729,418,17:25:36,2023-12-29
2436,6110,478,10:45:34,2024-06-07
2437,501,482,19:36:54,2024-02-17
2438,2230,271,06:51:13,2023-08-04
2439,6727,458,00:15:45,2023-05-02
2440,7072,474,17:58:54,2024-10-19
2441,5062,104,04:50:23,2023-08-04
2442,5235,116,22:13:00,2024-04-27
2443,7153,403,10:06:35,2023-08-09
2444,3416,394,01:20:47,2023-02-27
2445,5922,289,09:44:09,2024-08-09
2446,3625,282,03:43:46,2024-12-11
2447,7821,279,05:24:17,2024-07-02
2448,7207,188,08:02:55,2023-05-31
2449,2015,333,23:07:22,2024-01-17
2450,6213,346,16:23:00,2024-03-06
2451,2107,445,02:10:19,2024-12-26
2452,2964,346,01:56:16,2023-12-07
2453,2746,440,16:32:42,2023-01-19
2454,9706,405,15:46:20,2024-02-01
2455,9868,94,00:03:10,2023-06-28
2456,4934,234,16:34:30,2024-10-21
2457,2442,214,16:35:03,2024-02-22
2458,2686,485,15:54:36,2024-11-08
2459,2954,479,04:35:58,2024-05-02
2460,5072,372,21:06:53,2023-10-05
2461,9752,417,02:19:08,2023-11-16
2462,9537,206,14:35:47,2023-04-01
2463,8497,415,05:21:14,2024-02-05
2464,7117,315,18:41:54,2023-02-06
2465,4701,26,09:41:22,2024-09-16
2466,3737,215,17:06:17,2023-12-05
2467,5924,334,11:08:13,2024-07-01
2468,2749,149,05:32:31,2023-09-26
2469,8245,202,16:04:39,2024-10-09
2470,4456,131,09:52:52,2023-09-05
2471,9198,27,08:36:11,2024-10-02
2472,2425,144,09:18:48,2024-08-22
2473,4136,67,03:54:44,2023-05-07
2474,9038,228,21:21:36,2024-01-05
2475,6606,343,14:29:11,2023-02-12
2476,3447,135,06:19:43,2023-01-29
2477,2424,204,01:33:03,2024-09-23
2478,3733,295,16:51:35,2024-11-28
2479,525,139,11:38:25,2023-04-22
2480,9284,286,19:03:20,2024-01-19
2481,959,264,19:34:09,2024-12-29
2482,354,27,12:35:00,2023-10-01
2483,8009,435,20:22:06,2023-06-20
2484,2258,46,02:05:12,2023-06-09
2485,8309,277,23:21:02,2024-09-06
2486,7824,478,21:54:24,2023-09-10
2487,261,154,07:35:27,2023-09-20
2488,2998,9,03:57:50,2024-01-07
2489,2178,179,04:50:56,2024-01-29
2490,8560,148,13:28:54,2024-12-03
2491,4841,230,22:03:08,2023-01-19
2492,1696,239,08:40:07,2023-05-09
2493,9200,99,18:42:55,2024-11-05
2494,2541,39,23:35:08,2024-04-15
2495,3637,202,02:29:38,2023-10-20
2496,601,342,01:50:06,2024-08-27
2497,9587,35,17:29:17,2023-08-14
2498,4320,368,13:50:39,2023-10-17
2499,8332,155,05:35:50,2024-01-26
2500,110,68,19:31:49,2023-12-28
2501,8289,88,14:30:51,2024-09-04
2502,195,141,21:42:21,2023-02-06
2503,9130,239,09:47:39,2024-02-22
2504,4263,384,07:36:23,2024-09-05
2505,919,310,17:46:11,2024-11-19
2506,4710,374,08:30:41,2023-06-13
2507,6528,101,08:11:19,2023-08-14
2508,2968,187,21:52:58,2023-01-29
2509,1751,272,22:26:38,2023-09-20
2510,2064,258,16:14:23,2024-12-28
2511,9427,414,16:52:45,2024-07-10
2512,6566,401,20:43:41,2024-05-11
2513,6994,490,22:45:47,2023-07-02
2514,9372,112,19:42:58,2024-02-21
2515,3165,219,15:01:57,2024-12-15
2516,181,452,07:21:54,2023-05-20
2517,9526,66,03:29:53,2024-10-30
2518,2770,420,15:12:30,2024-11-18
2519,8566,256,09:54:19,2024-10-03
2520,5882,413,16:02:29,2024-02-20
2521,3080,159,08:41:54,2023-04-21
2522,5501,310,12:49:52,2023-11-10
2523,7813,378,15:46:56,2024-09-22
2524,8058,387,06:46:37,2023-03-30
2525,4518,52,14:10:38,2024-06-04
2526,1743,204,04:49:55,2024-10-17
2527,3331,144,00:34:55,2024-03-11
2528,2540,242,10:05:59,2024-06-11
2529,5567,90,01:38:08,2024-08-22
2530,6192,153,17:18:13,2023-07-15
2531,1817,125,10:12:31,2023-03-14
2532,6718,179,05:43:01,2023-11-04
2533,3080,108,23:38:32,2024-05-22
2534,1112,63,00:52:10,2024-07-01
2535,6853,119,07:18:24,2024-10-12
2536,7696,215,22:09:28,2024-12-23
2537,8582,153,12:59:28,2023-03-08
2538,7980,145,09:01:29,2024-11-11
2539,5943,379,10:46:45,2023-01-21
2540,5252,162,08:54:33,2024-01-18
2541,893,288,06:05:12,2023-04-20
2542,4875,381,22:38:46,2024-11-26
2543,1789,182,04:23:19,2023-03-12
2544,878,148,05:39:43,2024-06-05
2545,2844,347,00:50:59,2024-11-16
2546,3746,381,03:12:30,2024-12-20
2547,4813,320,02:24:10,2024-12-06
2548,9626,457,03:47:46,2024-01-30
2549,6642,192,04:16:28,2023-03-20
2550,8319,459,20:17:50,2024-11-11
2551,6172,113,10:23:30,2024-09-25
2552,8907,89,21:21:50,2024-05-11
2553,5078,491,14:36:17,2023-10-16
2554,6261,103,02:03:39,2024-05-22
2555,5853,19,12:35:21,2024-06-17
2556,6860,460,02:20:37,2024-02-21
2557,2455,118,01:47:14,2024-12-14
2558,6157,42,21:31:25,2023-06-24
2559,3275,70,07:51:58,2024-07-27
2560,2196,468,23:37:45,2024-03-14
2561,6439,69,21:14:28,2023-04-29
2562,3047,210,09:14:50,2024-04-22
2563,8410,330,13:46:40,2023-07-06
2564,5166,357,06:52:14,2023-12-22
2565,9631,216,13:39:57,2024-01-27
2566,9184,164,03:08:30,2024-06-13
2567,5793,158,20:09:59,2023-01-13
2568,3552,493,17:43:49,2024-09-30
2569,726,492,11:20:35,2023-03-29
2570,931,297,08:49:14,2023-02-04
2571,118,404,02:29:41,2024-07-06
2572,9502,240,10:03:22,2023-12-11
2573,9777,377,17:01:52,2024-03-08
2574,8407,281,22:20:15,2023-08-11
2575,6507,455,16:06:39,2024-12-31
2576,3781,390,17:14:38,2023-01-05
2577,9061,81,11:37:06,2023-10-30
2578,4526,260,01:45:20,2024-02-13
2579,9435,481,00:10:24,2023-04-05
2580,9772,372,22:30:18,2024-03-07
2581,2644,127,01:08:15,2023-10-25
2582,3898,361,04:19:10,2023-06-01
2583,9763,62,13:29:40,2023-02-14
2584,4057,104,04:23:41,2024-10-30
2585,321,498,04:36:33,2024-10-18
2586,3686,380,03:37:12,2024-05-23
2587,2912,168,09:17:29,2023-08-18
2588,9520,298,04:32:01,2023-12-09
2589,6954,187,07:26:56,2024-12-30
2590,4570,334,02:25:50,2023-02-13
2591,4828,479,18:47:30,2024-02-10
2592,9979,158,10:41:03,2024-08-07
2593,8710,415,17:14:25,2023-03-03
2594,5462,1,18:27:56,2024-12-03
2595,5529,135,10:49:14,2023-05-10
2596,2523,110,11:21:55,2023-10-15
2597,9227,60,01:59:08,2024-06-28
2598,7787,314,10:14:23,2024-10-13
2599,8551,356,10:22:41,2024-09-02
2600,5751,278,17:44:12,2023-05-08
2601,6414,457,05:15:14,2024-06-22
2602,3945,243,06:44:51,2024-08-23
2603,2695,296,22:36:54,2024-05-19
2604,9246,434,02:12:12,2024-09-09
2605,9291,446,05:09:33,2024-09-28
2606,3613,211,22:07:06,2024-06-23
2607,6075,169,13:00:52,2024-09-25
2608,8749,85,16:34:28,2023-07-08
2609,4088,309,08:58:47,2023-07-17
2610,9571,211,16:59:35,2024-10-27
2611,6936,283,15:16:41,2024-04-16
2612,3759,244,05:49:57,2023-12-13
2613,3844,439,01:03:49,2023-02-05
2614,6796,340,06:07:18,2023-04-21
2615,1553,298,09:06:08,2024-08-09
2616,7129,288,05:54:05,2024-01-26
2617,7823,455,21:30:29,2024-08-06
2618,1045,310,23:03:36,2024-08-22
2619,501,147,17:31:50,2023-11-27
2620,9297,206,14:07:34,2023-03-17
2621,9604,194,09:11:29,2024-07-01
2622,4463,361,15:01:27,2024-06-15
2623,8835,458,23:03:53,2024-02-10
2624,6994,133,15:56:12,2024-07-10
2625,8989,206,09:50:52,2023-07-09
2626,6764,210,20:31:22,2024-10-03
2627,1268,30,05:36:43,2024-07-11
2628,7152,428,17:17:44,2023-05-07
2629,7390,343,09:37:27,2024-11-26
2630,4290,377,04:49:58,2023-08-25
2631,1804,107,14:29:31,2023-06-09
2632,6902,463,19:11:53,2024-08-07
2633,8801,203,05:19:43,2024-02-25
2634,5855,305,10:23:52,2024-09-06
2635,7320,74,11:25:13,2023-02-05
2636,3350,1,06:50:31,2024-09-14
2637,3828,42,12:50:34,2023-10-10
2638,3298,389,22:57:59,2023-08-31
2639,6411,453,21:14:24,2024-12-19
2640,4451,452,13:55:12,2024-04-25
2641,617,449,23:31:26,2024-05-16
2642,9038,429,14:18:12,2023-08-13
2643,8992,153,07:12:20,2023-10-22
2644,8833,350,18:43:13,2023-01-15
2645,6948,227,10:20:05,2024-07-12
2646,4455,29,17:02:24,2024-10-01
2647,6713,61,00:23:29,2024-07-02
2648,256,410,05:55:32,2023-12-16
2649,5739,78,07:49:56,2023-05-26
2650,7460,181,16:20:34,2023-06-07
2651,395,463,08:24:41,2023-12-22
2652,1789,11,17:37:17,2024-11-18
2653,30,15,03:24:09,2023-10-28
2654,304,368,23:54:14,2024-10-13
2655,8608,102,01:21:31,2024-02-17
2656,2002,1,14:44:57,2023-05-22
2657,8885,349,11:03:25,2024-08-26
2658,3288,16,19:51:09,2024-12-04
2659,5214,423,06:46:21,2023-01-08
2660,6643,81,13:10:40,2024-07-29
2661,332,177,03:01:10,2023-02-11
2662,6541,183,19:30:37,2023-04-15
2663,2098,87,03:26:06,2023-08-03
2664,3118,390,05:13:31,2024-09-12
2665,9337,173,00:23:26,2024-02-13
2666,7192,84,06:59:51,2024-08-17
2667,5419,235,22:43:30,2024-05-04
2668,9959,207,12:26:39,2023-06-07
2669,4817,203,17:22:52,2023-11-17
2670,5442,266,07:47:03,2024-02-16
2671,4221,167,07:27:35,2024-01-02
2672,6242,337,00:36:48,2024-03-17
2673,3063,424,16:33:04,2023-09-15
2674,3056,278,09:32:55,2024-05-03
2675,5058,264,01:05:51,2023-09-05
2676,3650,70,11:20:15,2023-01-09
2677,7710,287,14:27:57,2023-10-08
2678,1193,235,14:08:44,2024-04-15
2679,7148,318,01:35:24,2023-03-30
2680,5387,56,02:57:53,2024-02-28
2681,8158,280,09:04:28,2023-12-09
2682,2520,142,18:16:01,2023-06-19
2683,1450,358,06:00:41,2023-03-23
2684,9017,115,20:36:22,2024-09-18
2685,1381,75,17:29:45,2023-04-04
2686,8045,158,22:43:05,2024-12-13
2687,2953,384,05:24:59,2023-12-06
2688,6787,367,09:27:03,2024-10-29
2689,2140,101,10:34:23,2024-11-09
2690,769,286,11:04:49,2023-10-03
2691,2344,390,21:32:39,2023-02-02
2692,4280,57,20:17:51,2023-03-12
2693,3063,353,05:42:42,2024-08-04
2694,9170,1,02:43:43,2024-12-27
2695,3779,491,11:20:53,2023-08-14
2696,4631,184,08:15:54,2023-04-15
2697,6966,288,09:10:11,2023-07-07
2698,5009,317,07:55:18,2024-10-22
2699,6403,381,11:29:32,2024-07-15
2700,3847,461,07:45:48,2024-04-14
2701,3456,454,21:37:01,2023-07-09
2702,4988,212,14:33:20,2024-03-12
2703,6682,475,10:50:33,2023-04-09
2704,6817,445,03:02:00,2024-12-14
2705,8888,138,02:39:45,2024-12-14
2706,3003,152,18:03:31,2023-02-08
2707,4031,380,09:17:30,2024-09-07
2708,422,430,04:23:21,2024-04-03
2709,9959,336,12:34:35,2023-07-16
2710,1328,182,21:35:00,2024-12-28
2711,174,382,09:19:41,2024-11-28
2712,610,185,06:18:14,2024-01-25
2713,3172,128,23:27:56,2023-12-02
2714,6311,415,17:41:03,2024-08-31
2715,5330,20,23:12:42,2024-11-05
2716,9252,296,11:32:44,2023-12-07
2717,2013,424,06:20:06,2023-07-19
2718,2017,276,07:01:52,2023-10-18
2719,1689,481,05:00:47,2024-06-23
2720,2414,309,00:36:18,2023-06-25
2721,4471,366,13:03:08,2024-09-14
2722,5237,482,22:30:34,2024-08-29
2723,2155,294,12:19:16,2023-03-05
2724,5513,197,18:21:54,2023-09-05
2725,7216,173,02:31:19,2023-03-12
2726,450,196,18:10:13,2024-06-23
2727,8495,121,23:39:05,2024-03-12
2728,544,459,06:20:48,2024-06-28
2729,1185,18,09:38:06,2024-01-19
2730,7092,40,20:08:23,2023-07-27
2731,1928,442,23:34:11,2023-06-06
2732,3765,458,13:39:32,2024-04-27
2733,7628,349,16:46:28,2023-09-01
2734,7439,38,13:38:02,2023-08-06
2735,8383,47,03:42:26,2023-08-22
2736,2309,430,01:19:42,2024-04-18
2737,3740,304,15:21:33,2023-07-07
2738,715,156,11:16:09,2024-04-07
2739,5419,218,18:52:17,2023-05-19
2740,9591,495,15:06:16,2023-09-11
2741,9475,174,09:14:20,2023-10-07
2742,7872,246,22:18:21,2023-12-05
2743,1595,369,09:28:55,2024-06-05
2744,7468,282,12:39:32,2024-04-25
2745,5842,262,21:01:03,2024-03-22
2746,8578,349,20:23:10,2023-08-11
2747,1525,106,15:47:45,2024-04-28
2748,8928,426,13:15:31,2024-12-24
2749,1486,423,18:53:34,2024-10-14
2750,5252,372,17:26:11,2023-10-10
2751,8625,143,13:22:50,2024-10-23
2752,987,85,20:31:02,2023-09-06
2753,1654,479,10:47:11,2024-04-27
2754,7948,56,21:48:18,2023-02-27
2755,9667,378,06:46:55,2024-02-02
2756,9306,421,20:51:25,2023-05-10
2757,1429,459,03:55:47,2024-10-18
2758,5658,295,21:55:56,2024-12-21
2759,3323,261,15:22:32,2024-10-23
2760,9362,153,12:12:00,2023-03-07
2761,6821,253,14:54:20,2024-10-21
2762,1132,14,06:29:16,2023-05-15
2763,3629,114,15:45:17,2023-07-13
2764,9050,478,12:08:42,2024-03-14
2765,5365,59,08:43:04,2024-06-24
2766,2836,426,01:21:14,2023-12-27
2767,3932,434,13:44:03,2023-04-25
2768,5271,221,17:35:39,2024-03-30
2769,1306,87,12:49:05,2024-01-10
2770,5112,421,03:58:45,2023-01-06
2771,1542,302,09:04:41,2024-04-02
2772,4964,345,11:23:49,2024-08-14
2773,3724,485,16:02:54,2023-12-16
2774,5380,481,07:47:12,2024-05-10
2775,9214,205,14:01:44,2024-10-23
2776,9118,145,07:47:17,2024-10-05
2777,9627,372,18:28:01,2023-04-09
2778,8986,179,10:43:43,2023-06-04
2779,484,103,14:38:49,2024-08-03
2780,7993,367,17:07:54,2024-10-14
2781,6975,478,13:05:58,2023-03-19
2782,5968,386,19:48:05,2024-01-12
2783,1257,481,19:53:48,2023-08-13
2784,261,499,14:16:57,2024-06-13
2785,8483,445,16:48:17,2024-08-19
2786,7791,391,03:41:15,2024-10-31
2787,7183,15,17:55:08,2024-08-08
2788,5477,213,03:25:30,2024-06-06
2789,3597,417,01:29:34,2023-06-20
2790,383,79,17:21:24,2024-07-24
2791,4753,489,08:54:35,2023-12-04
2792,8927,2,15:31:33,2024-09-08
2793,8943,89,08:42:32,2023-06-22
2794,7811,258,01:51:58,2024-08-16
2795,3502,74,23:02:51,2023-05-07
2796,4531,173,10:05:46,2023-04-03
2797,8968,327,15:04:36,2023-01-31
2798,9146,471,20:07:17,2023-07-25
2799,47,417,14:57:05,2023-06-20
2800,2181,284,12:13:12,2024-06-13
2801,7884,258,04:39:25,2024-09-13
2802,9042,437,15:36:21,2024-02-19
2803,3383,404,05:50:25,2024-09-11
2804,4803,166,13:52:55,2024-08-27
2805,8981,166,05:55:03,2024-01-20
2806,6585,350,12:22:45,2023-10-03
2807,9389,271,19:46:02,2024-03-05
2808,3666,335,01:49:32,2023-08-28
2809,3352,190,16:04:52,2024-08-19
2810,1228,297,04:25:42,2023-05-01
2811,7763,304,20:04:43,2024-06-24
2812,6816,478,11:55:53,2024-02-17
2813,6499,448,08:15:02,2024-06-08
2814,4872,94,12:21:08,2023-02-16
2815,6891,151,23:47:11,2023-11-10
2816,3245,453,19:40:55,2023-01-26
2817,5674,456,13:49:33,2023-06-20
2818,1614,16,17:13:11,2024-05-06
2819,2032,135,03:14:34,2024-11-16
2820,8138,323,11:15:03,2023-12-30
2821,1388,374,14:26:16,2023-08-12
2822,476,234,22:42:44,2023-09-20
2823,2708,494,16:55:16,2023-12-31
2824,1875,112,16:43:19,2023-12-26
2825,1706,37,11:15:32,2023-05-04
2826,1878,383,14:21:20,2023-05-14
2827,9455,128,16:29:36,2024-10-16
2828,3736,256,04:34:56,2023-07-31
2829,8001,492,12:43:07,2024-06-15
2830,8085,500,18:27:42,2023-11-15
2831,5246,365,12:13:04,2023-05-21
2832,740,415,11:01:46,2024-02-04
2833,2411,200,09:28:04,2023-02-07
2834,5885,180,10:42:49,2023-01-02
2835,7388,410,12:13:31,2023-11-01
2836,4211,308,21:06:12,2023-01-23
2837,3186,57,05:45:34,2024-12-02
2838,4133,112,15:23:22,2023-05-18
2839,5880,299,00:12:32,2023-04-17
2840,2292,353,13:19:53,2024-09-08
2841,836,425,10:07:46,2023-12-17
2842,6929,40,00:52:19,2023-03-25
2843,8068,391,08:40:36,2023-02-22
2844,8710,392,20:57:43,2023-02-02
2845,7400,59,18:14:28,2023-06-03
2846,2944,328,22:35:19,2024-10-30
2847,5656,355,15:01:04,2023-01-21
2848,4739,227,02:25:58,2023-07-11
2849,1928,283,22:42:08,2024-03-27
2850,5835,151,09:00:09,2023-02-05
2851,7285,291,18:13:42,2024-03-17
2852,7896,58,11:06:49,2024-04-29
2853,6791,198,02:42:53,2024-12-31
2854,2677,303,08:30:13,2023-10-11
2855,8097,46,17:20:52,2023-01-24
2856,2078,282,02:25:32,2024-02-03
2857,6726,380,13:56:10,2024-07-02
2858,7993,391,08:35:18,2023-07-21
2859,6303,157,19:17:04,2024-01-08
2860,3521,14,06:07:12,2023-03-28
2861,3144,358,03:36:11,2023-09-04
2862,7860,453,08:27:43,2024-06-07
2863,2145,172,05:49:28,2023-05-04
2864,1391,430,12:52:29,2023-07-21
2865,3260,259,12:11:03,2023-02-22
2866,4418,41,19:21:06,2023-10-09
2867,186,457,03:50:12,2024-11-15
2868,4086,438,13:20:15,2024-01-22
2869,2602,62,22:20:44,2024-02-12
2870,3057,481,15:32:18,2023-09-03
2871,7113,67,18:02:39,2023-09-04
2872,7803,95,12:56:23,2023-03-11
2873,2856,478,18:23:33,2023-06-13
2874,7471,10,15:22:01,2023-12-08
2875,9749,484,20:43:27,2023-10-31
2876,676,164,18:00:01,2023-11-13
2877,4927,202,18:50:26,2023-04-01
2878,6187,440,06:06:40,2023-01-27
2879,7838,398,00:36:13,2024-08-04
2880,6190,179,22:06:34,2023-10-20
2881,502,38,04:43:08,2024-02-28
2882,8584,141,21:19:10,2024-01-05
2883,2816,82,05:21:22,2024-07-20
2884,8443,440,07:59:13,2023-04-15
2885,2056,325,23:14:08,2023-03-21
2886,3363,387,10:15:21,2023-07-29
2887,6473,453,00:30:24,2023-12-16
2888,1322,363,19:21:07,2023-09-05
2889,4509,72,01:14:59,2024-07-17
2890,5530,466,12:06:38,2024-09-24
2891,3308,36,19:26:31,2024-04-26
2892,6962,97,12:41:38,2024-12-03
2893,230,107,18:53:15,2024-03-17
2894,9953,39,17:20:00,2024-07-07
2895,2916,58,04:41:40,2024-02-15
2896,443,455,12:44:09,2023-09-23
2897,1596,155,19:47:06,2023-01-07
2898,6370,292,11:38:05,2024-01-21
2899,3992,290,20:48:41,2024-05-21
2900,5819,274,19:55:19,2024-07-30
2901,3882,187,18:33:48,2023-01-22
2902,6566,38,06:49:32,2024-05-04
2903,1054,63,09:43:30,2024-01-09
2904,9286,396,01:22:28,2024-12-07
