order_id,customer_id,restaurant_id,order_date,status,total_amount,payment_method
2152,253,97,2023-02-04,Delivered,1830.49,UPI
2153,156,261,2023-07-14,Delivered,1214.39,Cash
2154,395,212,2023-05-27,Delivered,1305.31,Credit Card
2155,19,86,2024-11-01,Cancelled,1958.18,UPI
2156,970,370,2024-03-23,Pending,1393.68,Cash
2157,89,166,2024-09-18,Delivered,1941.06,UPI
2158,789,229,2024-09-18,Delivered,1965.8,Cash
2159,844,142,2023-12-20,Cancelled,449.06,Cash
2160,308,499,2024-06-04,Cancelled,1182.1,Cash
2161,521,374,2024-01-26,Cancelled,1651.62,Cash
2162,27,134,2023-07-20,Delivered,816.71,Credit Card
2163,219,147,2024-10-09,Pending,247.33,Cash
2164,898,369,2023-07-03,Cancelled,1442.82,Cash
2165,992,332,2023-02-16,Delivered,1451.09,Cash
2166,687,359,2024-01-26,Delivered,1998.85,Credit Card
2167,806,63,2024-06-28,Pending,795.37,UPI
2168,496,323,2024-08-19,Pending,1829.72,Credit Card
2169,632,360,2023-06-08,Pending,1577.11,Credit Card
2170,953,311,2024-09-24,Cancelled,191.96,UPI
2171,18,472,2024-03-14,Cancelled,1079.6,Credit Card
2172,788,84,2024-09-02,Cancelled,1643.99,UPI
2173,692,426,2024-06-23,Cancelled,341.45,Cash
2174,55,165,2024-01-04,Cancelled,1086.65,Credit Card
2175,455,69,2023-04-08,Cancelled,1721.23,Cash
2176,101,165,2023-04-07,Cancelled,744.11,UPI
2177,79,334,2024-05-02,Delivered,1269.63,UPI
2178,319,320,2023-06-12,Pending,110.54,UPI
2179,259,461,2023-11-15,Pending,832.67,Cash
2180,753,118,2023-08-01,Delivered,1035.28,Credit Card
2181,325,183,2024-02-06,Cancelled,1769.17,Cash
2182,882,375,2024-03-19,Pending,424.81,Cash
2183,515,235,2023-06-17,Delivered,114.32,Cash
2184,830,282,2024-11-03,Cancelled,1202.07,Cash
2185,249,127,2024-02-23,Delivered,1318.29,Cash
2186,53,72,2024-10-16,Pending,887.57,Credit Card
2187,199,119,2024-11-27,Pending,1020.81,Cash
2188,144,317,2023-12-16,Cancelled,860.64,UPI
2189,45,28,2024-09-24,Cancelled,833.24,UPI
2190,466,126,2023-03-03,Cancelled,1367.96,Credit Card
2191,419,413,2024-02-25,Cancelled,1109.99,Credit Card
2192,378,29,2023-10-24,Pending,588.29,Credit Card
2193,15,299,2024-06-13,Pending,423.68,UPI
2194,528,109,2024-02-17,Delivered,691.96,Credit Card
2195,774,119,2024-04-13,Cancelled,615.63,Credit Card
2196,314,93,2024-04-26,Pending,1299.77,Credit Card
2197,859,276,2024-03-07,Cancelled,229.67,Credit Card
2198,918,462,2024-07-18,Pending,991.79,UPI
2199,835,348,2024-04-28,Delivered,1687.47,UPI
2200,626,357,2023-01-19,Pending,960.01,UPI
2201,528,91,2023-06-14,Pending,1376.56,UPI
2202,469,337,2023-04-22,Cancelled,154.16,UPI
2203,344,86,2023-01-10,Cancelled,1102.23,Credit Card
2204,892,162,2023-09-07,Cancelled,371.32,UPI
2205,28,101,2024-12-13,Delivered,1739.39,UPI
2206,510,83,2024-04-10,Delivered,435.81,UPI
2207,167,333,2024-11-15,Pending,109.87,UPI
2208,296,393,2024-08-05,Pending,1901.55,UPI
2209,662,10,2024-01-27,Delivered,1969.81,UPI
2210,987,339,2023-09-21,Delivered,1788.9,Credit Card
2211,407,132,2024-04-05,Delivered,1515.25,Credit Card
2212,426,168,2024-12-30,Delivered,598.73,Credit Card
2213,661,394,2023-11-06,Cancelled,241.92,Cash
2214,272,380,2024-08-01,Pending,1867.28,Cash
2215,545,324,2023-08-11,Cancelled,1691.55,Cash
2216,649,414,2023-04-20,Delivered,376.87,UPI
2217,53,189,2024-07-11,Delivered,1804.04,UPI
2218,632,8,2024-09-01,Delivered,1726.57,UPI
2219,911,183,2023-09-23,Delivered,1124.42,UPI
2220,160,493,2023-10-13,Pending,963.77,UPI
2221,480,409,2023-12-15,Cancelled,896.9,UPI
2222,659,351,2023-08-05,Pending,1190.38,UPI
2223,235,301,2023-04-16,Delivered,447.86,Cash
2224,339,478,2023-03-12,Pending,1673.85,Cash
2225,298,375,2024-06-26,Pending,439.29,Cash
2226,591,323,2023-03-14,Delivered,366.37,Credit Card
2227,713,144,2024-10-20,Delivered,628.85,Credit Card
2228,11,485,2023-06-10,Cancelled,1259.92,Credit Card
2229,111,318,2023-09-10,Cancelled,999.4,Cash
2230,19,272,2023-06-12,Pending,778.23,UPI
2231,826,40,2023-01-01,Delivered,1970.2,Cash
2232,507,106,2023-11-27,Delivered,1198.36,Credit Card
2233,444,352,2023-03-23,Pending,1003.05,Credit Card
2234,526,297,2023-09-18,Pending,746.9,Cash
2235,895,205,2024-10-15,Cancelled,460.44,UPI
2236,355,276,2024-10-06,Delivered,609.23,UPI
2237,29,414,2023-04-12,Pending,1258.7,Cash
2238,903,482,2024-09-01,Cancelled,1843.55,UPI
2239,907,121,2023-04-18,Delivered,126.42,UPI
2240,139,462,2024-10-09,Cancelled,263.35,Cash
2241,511,68,2023-06-09,Cancelled,1131.26,Credit Card
2242,701,477,2024-05-18,Cancelled,1324.37,UPI
2243,311,356,2024-09-22,Pending,1730.43,Credit Card
2244,868,157,2024-09-12,Cancelled,1159.81,Credit Card
2245,853,153,2024-08-20,Cancelled,1056.28,Credit Card
2246,759,450,2023-03-10,Cancelled,1781.62,Credit Card
2247,19,153,2023-06-13,Cancelled,958.62,UPI
2248,152,54,2024-09-19,Cancelled,372.56,Cash
2249,881,318,2023-04-01,Pending,1324.32,Credit Card
2250,947,360,2023-06-11,Cancelled,1327.9,Credit Card
2251,453,95,2023-05-31,Delivered,1783.44,UPI
2252,596,234,2023-07-03,Cancelled,1241.25,Credit Card
2253,471,174,2024-06-14,Pending,633.07,Credit Card
2254,109,4,2024-10-22,Pending,1956.19,UPI
2255,494,14,2024-01-31,Pending,1690.34,Cash
2256,682,121,2024-12-04,Cancelled,1170.81,UPI
2257,22,459,2023-04-28,Pending,1445.06,Cash
2258,569,124,2024-03-08,Delivered,1567.96,Cash
2259,575,395,2023-07-28,Pending,422.93,UPI
2260,975,480,2024-05-25,Cancelled,1935.04,Credit Card
2261,13,26,2023-09-17,Delivered,1096.4,UPI
2262,450,349,2024-01-25,Pending,1368.25,UPI
2263,94,160,2023-08-19,Cancelled,1030.51,UPI
2264,877,203,2023-10-20,Pending,119.42,Cash
2265,395,37,2024-09-28,Delivered,1513.25,Cash
2266,315,103,2024-09-06,Pending,1087.99,Credit Card
2267,764,428,2023-09-03,Delivered,1466.23,Cash
2268,350,317,2023-01-07,Delivered,118.67,Credit Card
2269,417,36,2024-09-18,Pending,1368.45,Cash
2270,823,186,2023-03-29,Delivered,1985.22,Credit Card
2271,180,318,2023-08-20,Pending,1676.47,UPI
2272,733,5,2023-06-27,Pending,942.65,Credit Card
2273,768,232,2024-06-23,Pending,1680.55,Credit Card
2274,19,100,2023-09-07,Delivered,1313.05,Cash
2275,893,141,2024-05-31,Pending,500.48,Cash
2276,696,366,2023-06-02,Delivered,757.35,Credit Card
2277,647,104,2024-06-01,Cancelled,807.56,Credit Card
2278,615,394,2024-11-16,Pending,1550.64,UPI
2279,751,58,2023-07-27,Cancelled,1766.97,UPI
2280,706,143,2023-12-15,Pending,1589.53,UPI
2281,386,427,2023-05-26,Pending,1596.96,Credit Card
2282,661,238,2023-07-26,Cancelled,1421.03,Credit Card
2283,740,475,2023-07-12,Cancelled,1380.94,Cash
2284,622,360,2023-06-18,Cancelled,1520.69,Credit Card
2285,799,474,2024-11-16,Delivered,1226.13,UPI
2286,130,476,2024-07-18,Delivered,646.44,Credit Card
2287,273,69,2024-04-16,Cancelled,1134.15,Cash
2288,57,221,2023-12-06,Delivered,279.84,UPI
2289,858,82,2023-11-21,Cancelled,1029.79,Cash
2290,346,313,2024-11-21,Pending,260.83,UPI
2291,274,490,2024-09-19,Delivered,793.81,Credit Card
2292,800,432,2024-11-06,Pending,1360.18,UPI
2293,270,447,2024-07-14,Delivered,1057.82,Credit Card
2294,410,104,2024-03-19,Delivered,319.96,Credit Card
2295,270,446,2024-09-27,Delivered,1264.11,Credit Card
2296,75,493,2023-07-12,Pending,1112.52,UPI
2297,149,493,2023-04-05,Pending,685.15,Credit Card
2298,71,36,2023-05-16,Cancelled,1588.63,Credit Card
2299,949,305,2023-12-11,Cancelled,526.76,UPI
2300,89,484,2023-11-13,Pending,194.67,Cash
2301,765,85,2024-07-18,Delivered,1785.48,Cash
2302,890,377,2024-02-11,Delivered,335.8,UPI
2303,535,26,2023-05-04,Delivered,219.85,Credit Card
2304,531,448,2023-03-21,Pending,1561.03,Credit Card
2305,324,389,2023-06-05,Delivered,884.96,Credit Card
2306,459,467,2023-05-17,Delivered,483.01,Credit Card
2307,132,323,2023-07-03,Cancelled,904.58,Cash
2308,927,267,2023-02-21,Pending,1552.29,Cash
2309,83,422,2024-06-03,Pending,421.29,UPI
2310,777,495,2024-09-20,Delivered,1287.6,Credit Card
2311,745,156,2023-10-10,Cancelled,1322.11,Cash
2312,167,9,2023-10-21,Pending,1045.31,Cash
2313,520,177,2023-09-04,Pending,456.79,UPI
2314,281,409,2024-01-03,Pending,1514.79,UPI
2315,206,477,2023-05-09,Delivered,1774.58,UPI
2316,955,489,2023-02-20,Delivered,883.35,Credit Card
2317,756,288,2024-05-11,Delivered,643.92,Cash
2318,118,401,2023-05-20,Cancelled,410.87,Credit Card
2319,209,306,2024-12-08,Delivered,706.77,Credit Card
2320,91,326,2023-03-05,Pending,279.7,Cash
2321,908,102,2023-01-05,Pending,1895.61,UPI
2322,669,494,2024-07-31,Pending,1474.57,Cash
2323,536,384,2023-08-26,Cancelled,1210.71,Cash
2324,369,13,2023-03-19,Pending,699.21,Credit Card
2325,149,251,2023-04-16,Delivered,1527.58,UPI
2326,759,416,2023-12-06,Pending,1916.31,Cash
2327,821,174,2023-07-23,Cancelled,1307.44,UPI
2328,418,94,2024-10-17,Cancelled,105.19,Credit Card
2329,445,476,2023-05-05,Pending,1955.16,UPI
2330,432,256,2023-02-12,Cancelled,1640.19,Credit Card
2331,455,46,2024-08-04,Delivered,387.65,Credit Card
2332,503,495,2024-12-25,Delivered,1914.31,Cash
2333,826,381,2023-02-02,Pending,554.09,Cash
2334,87,214,2023-03-24,Cancelled,247.29,UPI
2335,970,462,2023-07-02,Cancelled,1118.39,Cash
2336,466,482,2024-09-27,Cancelled,1611.56,Cash
2337,684,430,2023-04-27,Delivered,1606.0,Cash
2338,311,347,2024-03-14,Cancelled,877.46,Cash
2339,667,37,2024-05-23,Cancelled,1045.9,Cash
2340,264,224,2023-11-30,Pending,1177.2,Credit Card
2341,447,92,2024-10-31,Cancelled,883.52,UPI
2342,331,178,2024-08-09,Delivered,699.0,Cash
2343,585,393,2023-04-11,Pending,583.14,Credit Card
2344,794,166,2023-06-18,Cancelled,312.76,UPI
2345,146,207,2023-03-29,Cancelled,132.38,Cash
2346,568,321,2023-12-12,Pending,1149.14,Cash
2347,573,321,2023-04-29,Pending,753.89,Cash
2348,959,248,2023-02-13,Delivered,1183.77,Cash
2349,870,151,2023-07-06,Pending,1360.53,UPI
2350,56,387,2024-01-05,Cancelled,1340.33,UPI
2351,384,279,2024-03-27,Delivered,1144.85,Credit Card
2352,415,435,2023-08-27,Pending,1686.39,UPI
2353,347,442,2024-02-16,Pending,628.01,Cash
2354,109,192,2024-10-31,Delivered,1083.74,UPI
2355,228,439,2024-12-24,Cancelled,1889.99,UPI
2356,440,397,2024-08-24,Cancelled,927.79,UPI
2357,19,228,2024-03-25,Pending,1100.78,Credit Card
2358,197,305,2024-07-03,Cancelled,1681.95,Cash
2359,920,290,2024-09-19,Delivered,1372.6,Cash
2360,452,373,2024-06-10,Cancelled,1816.66,UPI
2361,24,399,2024-08-18,Pending,115.24,UPI
2362,706,387,2023-09-06,Delivered,1642.3,Credit Card
2363,898,452,2023-05-14,Cancelled,542.41,Cash
2364,961,250,2024-06-04,Cancelled,1029.15,Credit Card
2365,809,181,2024-09-22,Cancelled,1639.52,Cash
2366,631,244,2024-10-17,Delivered,1165.4,Credit Card
2367,262,386,2024-01-06,Pending,336.94,Cash
2368,252,78,2024-11-03,Pending,548.57,Cash
2369,829,482,2024-01-26,Delivered,402.32,Cash
2370,191,190,2023-09-16,Delivered,1439.39,UPI
2371,948,499,2023-10-25,Pending,1822.15,Credit Card
2372,78,487,2023-07-11,Pending,487.54,Cash
2373,126,316,2024-05-10,Cancelled,1287.33,Cash
2374,218,350,2024-07-28,Delivered,1041.5,Cash
2375,567,405,2024-07-24,Pending,976.88,Credit Card
2376,37,93,2023-12-30,Cancelled,586.49,Credit Card
2377,298,457,2024-10-08,Delivered,796.19,Credit Card
2378,657,56,2024-03-12,Delivered,849.22,Credit Card
2379,919,382,2024-10-04,Delivered,1248.61,UPI
2380,504,53,2024-01-19,Pending,316.06,UPI
2381,974,237,2024-04-23,Cancelled,427.97,UPI
2382,601,330,2023-12-23,Pending,1736.85,Cash
2383,277,408,2024-07-28,Delivered,1625.14,Cash
2384,235,116,2024-05-19,Pending,1758.19,Cash
2385,211,480,2024-01-16,Delivered,1795.12,UPI
2386,678,286,2024-06-18,Delivered,1136.24,Credit Card
2387,712,184,2024-03-02,Pending,263.06,Credit Card
2388,952,478,2023-08-25,Pending,1109.86,Credit Card
2389,170,108,2024-12-12,Pending,1955.68,UPI
2390,470,148,2024-10-21,Delivered,484.21,Cash
2391,211,159,2023-01-27,Delivered,467.2,Cash
2392,166,490,2024-12-11,Cancelled,1166.65,UPI
2393,813,183,2023-09-16,Cancelled,1688.63,Cash
2394,375,433,2024-01-18,Cancelled,1446.46,UPI
2395,583,74,2024-10-13,Pending,949.78,Cash
2396,914,319,2024-04-27,Pending,1510.31,UPI
2397,492,209,2024-02-29,Delivered,1423.16,UPI
2398,283,118,2023-12-17,Pending,267.63,Credit Card
2399,927,172,2024-12-21,Delivered,1495.18,Cash
2400,141,116,2023-07-14,Cancelled,1989.2,Credit Card
2401,118,104,2024-03-08,Pending,640.19,Credit Card
2402,312,79,2024-09-21,Pending,168.08,Credit Card
2403,886,74,2023-09-11,Pending,376.81,UPI
2404,268,162,2023-04-16,Cancelled,1807.01,Credit Card
2405,616,138,2023-08-25,Pending,296.81,Credit Card
2406,62,222,2024-10-11,Delivered,529.43,Cash
2407,156,237,2023-10-21,Cancelled,1162.09,UPI
2408,499,349,2023-01-10,Cancelled,692.97,Cash
2409,622,331,2024-03-16,Cancelled,662.26,Cash
2410,406,103,2024-01-15,Cancelled,239.02,UPI
2411,875,98,2023-09-16,Cancelled,1499.42,UPI
2412,939,92,2023-07-07,Delivered,456.92,Credit Card
2413,8,54,2023-05-17,Delivered,1537.29,Credit Card
2414,972,388,2023-05-01,Cancelled,1294.56,UPI
2415,133,229,2023-08-13,Cancelled,1340.45,Credit Card
2416,799,340,2023-03-17,Delivered,954.76,Cash
2417,409,457,2024-07-28,Delivered,1215.44,Cash
2418,252,352,2024-10-21,Cancelled,716.36,Credit Card
2419,250,247,2024-01-13,Pending,1211.11,Cash
2420,525,12,2023-07-04,Delivered,1342.2,UPI
2421,311,104,2023-01-28,Delivered,1035.29,UPI
2422,204,45,2023-01-26,Cancelled,1794.47,Credit Card
2423,586,463,2024-03-03,Delivered,269.73,Cash
2424,92,313,2024-06-10,Delivered,1117.54,Cash
2425,681,297,2023-03-05,Cancelled,1896.86,Credit Card
2426,820,180,2023-12-07,Cancelled,1355.5,UPI
2427,699,419,2023-11-18,Pending,1665.48,Credit Card
2428,682,3,2023-02-18,Delivered,1422.45,Credit Card
2429,694,172,2024-05-26,Cancelled,751.37,Cash
2430,569,278,2024-08-05,Cancelled,567.67,Credit Card
2431,134,199,2023-11-12,Cancelled,1106.57,Credit Card
2432,674,490,2024-10-10,Pending,1090.83,UPI
2433,373,374,2024-05-11,Delivered,1846.47,Cash
2434,874,138,2024-03-30,Cancelled,375.02,Credit Card
2435,40,69,2023-05-17,Pending,138.83,UPI
2436,119,157,2024-03-19,Cancelled,798.23,UPI
2437,172,307,2023-11-10,Delivered,624.71,UPI
2438,645,62,2023-07-22,Pending,573.71,UPI
2439,107,210,2024-11-10,Delivered,724.01,UPI
2440,513,65,2024-12-11,Cancelled,1733.79,Credit Card
2441,696,475,2024-03-17,Cancelled,121.47,Cash
2442,737,157,2024-01-25,Delivered,733.56,Credit Card
2443,744,233,2023-03-23,Pending,1431.33,Cash
2444,812,196,2023-06-22,Pending,789.1,UPI
2445,969,159,2023-09-04,Delivered,1267.97,UPI
2446,318,33,2024-11-02,Pending,230.91,Cash
2447,956,96,2023-07-24,Delivered,1570.73,Cash
2448,988,303,2023-07-18,Pending,1624.04,Cash
2449,921,49,2024-03-18,Delivered,1355.29,Cash
2450,344,17,2023-07-26,Cancelled,1364.4,Credit Card
2451,413,292,2023-09-05,Pending,610.87,Credit Card
2452,931,325,2023-07-02,Delivered,766.27,UPI
2453,933,75,2023-05-01,Cancelled,1168.11,UPI
2454,539,438,2024-06-05,Delivered,983.7,UPI
2455,194,190,2024-10-29,Pending,1265.27,Cash
2456,683,289,2024-03-02,Cancelled,1213.94,UPI
2457,742,490,2024-01-28,Cancelled,495.44,Cash
2458,461,409,2023-10-30,Pending,1971.68,Cash
2459,342,286,2024-12-18,Delivered,1131.96,Credit Card
2460,772,15,2023-01-09,Cancelled,843.75,Cash
2461,164,341,2023-10-21,Delivered,317.48,Credit Card
2462,915,435,2023-07-29,Cancelled,455.58,UPI
2463,919,246,2024-07-01,Cancelled,1879.68,Credit Card
2464,317,269,2023-11-24,Cancelled,1192.38,Cash
2465,22,290,2023-01-23,Delivered,484.64,UPI
2466,917,429,2024-02-08,Cancelled,1422.67,Credit Card
2467,702,285,2023-04-19,Delivered,177.28,Cash
2468,311,46,2024-09-05,Pending,895.37,UPI
2469,427,97,2024-08-15,Cancelled,917.51,Credit Card
2470,713,381,2024-04-03,Pending,1863.55,Cash
2471,874,337,2023-01-13,Delivered,1935.99,Credit Card
2472,579,382,2024-01-07,Cancelled,829.09,Cash
2473,127,199,2023-08-30,Delivered,524.51,UPI
2474,715,425,2024-04-08,Pending,1657.21,Credit Card
2475,393,165,2023-07-19,Delivered,551.37,Credit Card
2476,395,232,2023-06-14,Cancelled,1210.74,Cash
2477,969,484,2023-04-05,Pending,1582.48,UPI
2478,301,224,2023-10-12,Pending,332.17,UPI
2479,585,433,2023-08-23,Pending,880.4,Cash
2480,101,391,2024-05-20,Cancelled,767.52,Cash
2481,56,200,2024-06-13,Cancelled,315.55,Credit Card
2482,646,272,2024-07-29,Delivered,1961.71,Credit Card
2483,650,447,2023-11-15,Delivered,587.54,Credit Card
2484,597,272,2023-03-03,Pending,1621.37,UPI
2485,790,495,2024-05-18,Delivered,1988.85,Cash
2486,758,190,2023-01-28,Cancelled,1018.89,Credit Card
2487,182,351,2023-03-25,Cancelled,1088.83,UPI
2488,475,384,2024-07-20,Cancelled,1261.2,UPI
2489,496,265,2024-02-04,Cancelled,556.52,UPI
2490,871,358,2023-09-21,Delivered,1389.28,Cash
2491,939,42,2023-06-21,Pending,979.73,UPI
2492,653,102,2024-11-14,Pending,1309.24,Credit Card
2493,408,46,2024-05-05,Pending,367.03,UPI
2494,838,437,2023-05-24,Pending,1654.66,Cash
2495,807,62,2023-10-24,Delivered,710.12,Credit Card
2496,115,282,2023-07-06,Delivered,1677.81,Cash
2497,31,113,2023-10-20,Pending,1168.27,Cash
2498,295,151,2023-10-10,Cancelled,1451.31,Credit Card
2499,308,362,2023-05-05,Pending,636.39,UPI
2500,191,414,2023-05-31,Delivered,913.03,Credit Card
2501,628,259,2024-06-12,Cancelled,1553.66,Cash
2502,421,113,2023-05-14,Pending,677.89,Cash
2503,214,145,2024-02-17,Cancelled,467.44,Credit Card
2504,949,446,2024-08-14,Pending,578.8,UPI
2505,768,368,2023-11-29,Cancelled,819.68,UPI
2506,492,35,2024-08-12,Cancelled,187.75,UPI
2507,199,396,2023-03-04,Pending,1896.19,UPI
2508,136,319,2023-01-13,Pending,1163.47,Cash
2509,628,199,2023-11-28,Pending,1686.5,Credit Card
2510,671,4,2024-09-30,Delivered,1765.46,Credit Card
2511,378,16,2023-08-20,Delivered,1256.65,Credit Card
2512,750,323,2023-04-09,Cancelled,944.19,Cash
2513,173,33,2023-01-08,Cancelled,1781.38,UPI
2514,803,469,2023-10-14,Delivered,119.51,Cash
2515,751,319,2024-04-14,Cancelled,688.32,UPI
2516,461,97,2023-12-18,Cancelled,1002.96,Cash
2517,99,265,2023-02-22,Delivered,597.32,UPI
2518,86,93,2024-05-30,Cancelled,1022.67,Credit Card
2519,323,6,2023-10-07,Pending,1658.58,Cash
2520,527,426,2023-04-03,Cancelled,1095.23,Credit Card
2521,737,259,2023-04-01,Pending,778.42,UPI
2522,938,106,2023-06-21,Delivered,619.62,Cash
2523,689,493,2023-05-07,Delivered,754.63,Cash
2524,608,457,2024-07-30,Delivered,1033.39,Credit Card
2525,168,442,2023-05-14,Delivered,366.6,Cash
2526,194,86,2024-11-24,Cancelled,1132.47,UPI
2527,970,155,2023-03-21,Cancelled,115.98,Cash
2528,932,299,2024-10-26,Pending,1070.09,UPI
2529,415,57,2023-02-15,Pending,185.15,Credit Card
2530,374,424,2024-08-05,Cancelled,468.45,UPI
2531,875,307,2023-09-23,Cancelled,929.32,Credit Card
2532,88,358,2023-10-08,Delivered,486.37,Cash
2533,655,422,2024-04-27,Pending,283.33,Credit Card
2534,151,424,2024-05-18,Pending,1312.43,UPI
2535,810,389,2023-02-25,Cancelled,1756.09,Cash
2536,656,90,2023-12-12,Pending,119.58,UPI
2537,72,357,2023-09-17,Cancelled,911.68,UPI
2538,511,47,2023-10-27,Cancelled,149.43,Cash
2539,39,278,2023-05-23,Cancelled,1676.9,Credit Card
2540,32,467,2024-08-11,Pending,355.42,Cash
2541,177,258,2023-05-25,Delivered,615.06,Credit Card
2542,880,83,2023-06-19,Pending,201.98,Credit Card
2543,352,96,2024-01-24,Delivered,738.14,UPI
2544,723,493,2024-02-11,Pending,620.51,UPI
2545,577,68,2023-12-16,Pending,678.24,Credit Card
2546,1000,236,2024-03-19,Pending,1014.18,Cash
2547,831,34,2024-07-09,Cancelled,1134.02,UPI
2548,886,476,2023-05-23,Pending,171.76,UPI
2549,319,339,2024-10-08,Cancelled,1865.48,Credit Card
2550,768,469,2023-09-12,Cancelled,679.45,Credit Card
2551,966,271,2023-05-27,Pending,788.46,Credit Card
2552,474,227,2024-09-16,Cancelled,579.31,Credit Card
2553,484,477,2024-08-14,Cancelled,1335.69,Credit Card
2554,395,475,2024-08-07,Cancelled,516.37,Credit Card
2555,898,114,2023-06-08,Delivered,1090.23,Credit Card
2556,802,188,2024-10-19,Pending,1755.95,Credit Card
2557,670,44,2024-07-04,Delivered,1338.06,Cash
2558,198,160,2023-05-21,Delivered,810.94,Cash
2559,837,69,2023-10-11,Pending,189.2,Credit Card
2560,705,391,2023-10-04,Cancelled,1872.62,UPI
2561,943,269,2023-10-10,Delivered,985.39,UPI
2562,27,141,2023-05-01,Delivered,299.5,Credit Card
2563,967,220,2024-04-05,Delivered,1878.09,UPI
2564,69,85,2024-05-27,Delivered,1139.75,Credit Card
2565,817,85,2023-10-04,Pending,1045.04,Credit Card
2566,46,297,2024-12-26,Delivered,1260.88,UPI
2567,433,289,2024-07-27,Delivered,309.91,Cash
2568,289,185,2023-12-14,Pending,1603.95,UPI
2569,622,58,2024-10-17,Cancelled,939.36,UPI
2570,771,355,2023-09-17,Cancelled,703.17,Credit Card
2571,309,396,2024-10-24,Cancelled,1417.96,UPI
2572,614,479,2024-11-20,Delivered,516.46,Credit Card
2573,395,78,2024-03-06,Delivered,590.3,UPI
2574,782,195,2024-09-28,Delivered,1392.69,Cash
2575,171,183,2024-02-16,Pending,791.31,Cash
2576,185,206,2023-10-16,Cancelled,604.57,Credit Card
2577,354,150,2023-11-29,Delivered,486.4,Credit Card
2578,581,362,2024-08-04,Cancelled,804.17,Credit Card
2579,751,63,2023-01-09,Pending,923.32,Credit Card
2580,764,308,2024-11-29,Delivered,358.02,Cash
2581,171,297,2023-11-01,Delivered,1205.69,Credit Card
2582,990,103,2024-10-22,Cancelled,176.06,UPI
2583,879,65,2023-07-01,Cancelled,1764.48,UPI
2584,861,259,2024-05-15,Delivered,1955.47,UPI
2585,762,216,2024-03-31,Cancelled,772.47,Cash
2586,48,232,2024-02-11,Delivered,1365.84,Credit Card
2587,466,334,2023-11-06,Cancelled,803.64,Credit Card
2588,85,362,2024-07-16,Pending,739.87,UPI
2589,991,189,2023-05-01,Cancelled,366.64,UPI
2590,50,474,2024-02-24,Pending,1404.08,Cash
2591,523,12,2024-11-22,Delivered,1192.22,Cash
2592,450,104,2023-11-02,Pending,328.31,Cash
2593,357,373,2024-10-19,Cancelled,1402.13,Cash
2594,956,350,2023-06-03,Delivered,1065.8,Credit Card
2595,248,329,2024-06-04,Delivered,1142.77,Cash
2596,949,134,2023-08-13,Cancelled,1013.64,Cash
2597,935,176,2024-05-26,Delivered,800.86,Cash
2598,126,69,2023-12-24,Pending,714.24,Credit Card
2599,428,386,2024-03-22,Pending,777.59,Cash
2600,410,393,2023-08-12,Cancelled,1942.44,Credit Card
2601,459,314,2023-03-01,Pending,1081.54,UPI
2602,683,287,2023-07-31,Delivered,1542.21,UPI
2603,285,76,2023-01-17,Delivered,589.02,Cash
2604,523,319,2024-11-15,Pending,1860.62,UPI
2605,662,481,2024-04-30,Cancelled,1657.78,UPI
2606,941,79,2023-10-11,Pending,367.88,Cash
2607,659,460,2023-05-04,Delivered,1652.17,Cash
2608,174,149,2023-08-27,Delivered,1207.18,Cash
2609,323,12,2023-08-26,Pending,1751.71,UPI
2610,434,255,2023-03-29,Delivered,891.84,Cash
2611,582,137,2023-09-18,Pending,1841.39,Cash
2612,418,96,2024-01-23,Cancelled,1557.9,Cash
2613,123,119,2023-06-08,Pending,993.39,Cash
2614,934,288,2023-12-09,Delivered,1018.51,UPI
2615,565,134,2024-07-29,Cancelled,954.01,UPI
2616,698,206,2024-10-06,Cancelled,1541.11,Credit Card
2617,423,20,2024-02-26,Pending,501.5,Cash
2618,402,202,2024-07-31,Pending,1776.66,Cash
2619,599,446,2024-10-16,Cancelled,1494.98,Credit Card
2620,19,247,2024-07-10,Cancelled,434.6,UPI
2621,653,337,2024-06-04,Cancelled,681.11,Credit Card
2622,241,352,2024-03-10,Cancelled,440.75,Cash
2623,265,370,2023-07-09,Cancelled,771.83,Credit Card
2624,533,389,2023-01-22,Delivered,1730.41,UPI
2625,271,334,2024-08-16,Delivered,1034.34,UPI
2626,682,11,2024-11-02,Pending,656.0,UPI
2627,777,89,2023-12-13,Cancelled,495.68,Credit Card
2628,658,79,2023-08-17,Cancelled,1238.5,Cash
2629,846,392,2024-03-16,Cancelled,325.43,Cash
2630,686,100,2024-09-04,Cancelled,335.79,UPI
2631,448,119,2023-06-17,Delivered,1705.04,Credit Card
2632,607,195,2023-11-23,Cancelled,216.28,Credit Card
2633,206,69,2024-03-28,Pending,629.83,Cash
2634,484,334,2024-02-21,Pending,887.96,Cash
2635,241,342,2024-08-11,Cancelled,1127.09,Cash
2636,494,1,2023-10-19,Delivered,1867.7,Credit Card
2637,778,299,2023-12-03,Cancelled,101.28,Credit Card
2638,23,4,2024-08-20,Pending,380.26,Cash
2639,759,365,2023-12-06,Delivered,1866.35,Cash
2640,376,363,2024-04-27,Pending,948.91,UPI
2641,148,20,2024-05-31,Cancelled,1844.29,UPI
2642,858,199,2023-05-19,Delivered,1777.22,UPI
2643,158,483,2024-12-19,Cancelled,223.8,Credit Card
2644,821,327,2023-01-28,Pending,633.07,Cash
2645,986,212,2023-04-04,Delivered,1849.71,Credit Card
